dataset,user,history_n_baskets,target_basket_size,target_repeat_fraction,target_last_jaccard,target_novelty_fraction,target_popularity_profile,target_neighbor_support,target_transition_strength,target_relational_strength,target_personal_frequency,target_personal_recency_score
tafeng,10007,3,2,0.5,0.0,0.5,0.9629003937426839,0.075,0.004321692457876803,0.0,0.16666666666666666,0.25
tafeng,12508,1,5,0.2,0.125,0.8,0.6987815260189422,0.12,0.017010675694645688,0.02072394762288607,0.2,0.2
tafeng,11920,1,14,0.21428571428571427,0.075,0.7857142857142857,0.9101688988887032,0.014285714285714287,0.006365833194943975,0.018145279183055453,0.21428571428571427,0.21428571428571427
tafeng,5960,13,1,0.0,0.0,1.0,0.9981377035224007,0.15,0.015529761867267483,0.0,0.0,0.0
tafeng,4224,6,4,0.0,0.0,1.0,0.9856603171224859,0.0625,0.010214089466317692,0.028659830076921196,0.0,0.0
tafeng,15892,7,3,0.0,0.0,1.0,0.9778475399950338,0.016666666666666666,0.011154933707709399,0.5066404262411949,0.0,0.0
tafeng,2224,16,3,0.3333333333333333,0.0,0.6666666666666667,0.904402114149906,0.016666666666666666,0.017337416813300924,0.03361297540733422,0.041666666666666664,0.05555555555555555
tafeng,13228,3,21,0.0,0.0,1.0,0.9051368977941288,0.0071428571428571435,0.004851322208298259,0.019041395028871096,0.0,0.0
tafeng,5403,8,1,0.0,0.0,1.0,0.9945993402149622,0.0,0.029073870656249393,0.0,0.0,0.0
tafeng,13241,3,8,0.125,0.0,0.875,0.690459721187613,0.00625,0.0068323519141261935,0.012585845090819333,0.041666666666666664,0.0625
tafeng,1597,13,2,0.5,0.0,0.5,0.9885202724273705,0.25,0.01724565027473453,0.0,0.07692307692307693,0.041666666666666664
tafeng,17602,1,16,0.0,0.0,1.0,0.7847916888368629,0.009375,0.0033403891087160466,0.005067515876720715,0.0,0.0
tafeng,83,20,7,0.42857142857142855,0.2,0.5714285714285714,0.9673490019611121,0.15,0.016647258899569226,0.016156980726589255,0.10714285714285714,0.3333333333333333
tafeng,4219,3,1,0.0,0.0,1.0,0.6006704267319357,0.0,0.005706314474236862,0.0,0.0,0.0
tafeng,16731,1,5,0.0,0.0,1.0,0.5593966159412578,0.01,0.00032118246862479917,0.04532330019162699,0.0,0.0
tafeng,12808,3,2,0.0,0.0,1.0,0.9993082898797488,0.075,0.020712770859749454,0.06808876711406457,0.0,0.0
tafeng,18266,3,1,0.0,0.0,1.0,0.9960625731616474,0.0,0.0,0.0,0.0,0.0
tafeng,14977,1,4,0.0,0.0,1.0,0.95808502713632,0.0,0.006108050239400799,0.1140541460945309,0.0,0.0
tafeng,13966,1,8,0.125,0.058823529411764705,0.875,0.9123257422581675,0.05,0.005290995811614461,0.009422644570176237,0.125,0.125
tafeng,5317,3,3,0.3333333333333333,0.0,0.6666666666666667,0.9927547798942925,0.11666666666666665,0.004947279388211787,0.011244621254174657,0.1111111111111111,0.1111111111111111
tafeng,9184,10,3,0.3333333333333333,0.0,0.6666666666666667,0.7754070448015323,0.016666666666666666,0.0029215170228420674,0.0,0.03333333333333333,0.041666666666666664
tafeng,4388,5,3,0.3333333333333333,0.25,0.6666666666666667,0.7718686814940939,0.06666666666666667,0.0,0.0,0.13333333333333333,0.3333333333333333
tafeng,9782,1,6,0.16666666666666666,0.06666666666666667,0.8333333333333334,0.9544934553580932,0.05833333333333333,0.008027898521835207,0.024727922503123303,0.16666666666666666,0.16666666666666666
tafeng,5953,5,13,0.23076923076923078,0.0,0.7692307692307692,0.8975634613338135,0.015384615384615385,0.0046090882041874195,0.01307528959614562,0.04615384615384616,0.0923076923076923
tafeng,15915,1,11,0.0,0.0,1.0,0.8752648330705157,0.0,0.01163005475857325,0.013943705166804255,0.0,0.0
tafeng,15317,2,9,0.0,0.0,1.0,0.7999213697042792,0.0,0.009521405362342522,0.017138022420437535,0.0,0.0
tafeng,2476,13,5,0.6,0.0,0.4,0.8584973927849313,0.030000000000000006,0.003300714241182718,0.0029451690919501164,0.046153846153846156,0.19
tafeng,6533,9,4,0.25,0.0,0.75,0.9827804086410556,0.075,0.009179287950346959,0.03081983253478525,0.027777777777777776,0.027777777777777776
tafeng,16149,3,1,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0
tafeng,3050,9,2,1.0,0.16666666666666666,0.0,0.9626875598595297,0.5,0.004549325318528791,0.0,0.2777777777777778,0.625
tafeng,8314,4,3,0.3333333333333333,0.0,0.6666666666666667,0.953708630413962,0.0,0.01661383137440385,0.014944395546640322,0.08333333333333333,0.1111111111111111
tafeng,5304,1,1,0.0,0.0,1.0,0.9964350324571671,0.0,0.0,0.0,0.0,0.0
tafeng,15701,1,6,0.0,0.0,1.0,0.9808006101237984,0.016666666666666666,0.011529208493635921,0.11459249833559344,0.0,0.0
tafeng,3023,8,4,0.5,0.0,0.5,0.8076048206874534,0.0625,0.0,0.015911902656271872,0.09375,0.16666666666666666
tafeng,636,3,13,0.0,0.0,1.0,0.8905276643118507,0.0,0.007205002814154064,0.07376780565838982,0.0,0.0
tafeng,20156,1,5,0.0,0.0,1.0,0.9564861125891243,0.02,0.006497585215413231,0.03474961153849622,0.0,0.0
tafeng,7285,3,6,0.0,0.0,1.0,0.9432398637863147,0.0,0.006124757556222567,0.0429421015395145,0.0,0.0
tafeng,9465,2,4,0.25,0.1,0.75,0.6653785782696606,0.0375,0.0015461934519748505,0.0,0.125,0.25
tafeng,10522,2,13,0.07692307692307693,0.05,0.9230769230769231,0.8815333862689402,0.038461538461538464,0.00885296995201491,0.028952448183804817,0.07692307692307693,0.07692307692307693
tafeng,15554,1,3,0.0,0.0,1.0,0.9500904544003405,0.0,0.044604487936340774,0.021518050498320104,0.0,0.0
tafeng,8520,1,17,0.0,0.0,1.0,0.897849125816124,0.0,0.005601731746236695,0.019775473361900307,0.0,0.0
tafeng,12100,3,11,0.2727272727272727,0.08,0.7272727272727273,0.8606155736356864,0.009090909090909092,0.003349759479804791,0.032093803090624304,0.09090909090909091,0.22727272727272727
tafeng,18176,2,5,0.2,0.0,0.8,0.7178088751729275,0.02,0.001003504860422953,0.015960116248805542,0.1,0.1
tafeng,15729,2,1,0.0,0.0,1.0,0.8830743854421624,0.0,0.010594084024508899,0.0,0.0,0.0
tafeng,10839,4,5,0.0,0.0,1.0,0.7659306161540916,0.0,0.008200375283488544,0.0015155419563036448,0.0,0.0
tafeng,4938,15,15,0.2,0.08,0.8,0.9742258167500266,0.07333333333333333,0.013698697400190451,0.05583483225207965,0.03111111111111111,0.14166666666666666
tafeng,7683,8,4,0.0,0.0,1.0,0.9750186229647759,0.037500000000000006,0.0028225718058557826,0.12898221271328375,0.0,0.0
tafeng,4550,3,5,0.2,0.0,0.8,0.9686229647759923,0.05,0.007247043308396803,0.07599784882285178,0.06666666666666667,0.1
tafeng,949,7,2,0.0,0.0,1.0,0.9110753431946366,0.0,0.07171199643463289,0.03474881957588985,0.0,0.0
tafeng,1034,14,3,0.0,0.0,1.0,0.9632950232343656,0.0,0.009353700425741155,0.03714998425974998,0.0,0.0
tafeng,816,27,1,0.0,0.0,1.0,0.06808023837394914,0.0,0.0,0.0,0.0,0.0
tafeng,14065,2,1,0.0,0.0,1.0,0.9730765137809939,0.0,0.007047210270281487,0.0,0.0,0.0
tafeng,4691,6,9,0.3333333333333333,0.0,0.6666666666666667,0.7514129805020515,0.005555555555555556,0.010067942092311922,0.04182081372576432,0.05555555555555555,0.1111111111111111
tafeng,17751,2,2,0.0,0.0,1.0,0.5406512716824519,0.0,0.0,0.0,0.0,0.0
tafeng,19806,2,2,0.0,0.0,1.0,0.9994546131744173,0.175,0.11577745966158923,0.08616183609505143,0.0,0.0
tafeng,17604,1,4,0.0,0.0,1.0,0.6798712355006917,0.0,0.004037236785572775,0.01525979838429311,0.0,0.0
tafeng,17837,3,5,0.0,0.0,1.0,0.7874481217409812,0.0,0.005507771199096016,0.009890284669732456,0.0,0.0
tafeng,12051,1,21,0.047619047619047616,0.019230769230769232,0.9523809523809523,0.6328172111666843,0.0,0.0023531684459558574,0.011042777688000424,0.047619047619047616,0.047619047619047616
tafeng,18629,1,8,0.0,0.0,1.0,0.8073919868042992,0.0,0.008186215311432982,0.012427124824054303,0.0,0.0
tafeng,9377,2,1,0.0,0.0,1.0,0.807704586570182,0.0,0.0,0.0,0.0,0.0
tafeng,2385,2,11,0.09090909090909091,0.02564102564102564,0.9090909090909091,0.6639498099006452,0.018181818181818184,0.004360773566671981,0.0065999384480864174,0.09090909090909091,0.09090909090909091
tafeng,16056,3,2,0.0,0.0,1.0,0.9949717995104821,0.0,0.010187858904830784,0.22844552477897476,0.0,0.0
tafeng,4194,9,5,0.2,0.0,0.8,0.9605938065340002,0.09,0.016821328261438267,0.1398084025139336,0.02222222222222222,0.025
tafeng,17219,4,2,0.0,0.0,1.0,0.9277961051399383,0.0,0.018827289859271526,0.0,0.0,0.0
tafeng,16739,1,7,0.0,0.0,1.0,0.9605383177001778,0.014285714285714287,0.007175088337995352,0.05232325382653721,0.0,0.0
tafeng,8433,1,39,0.0,0.0,1.0,0.9255633958464651,0.0,0.0055221476026154565,0.037178168631998694,0.0,0.0
tafeng,11240,1,2,0.0,0.0,1.0,0.9725976375438969,0.0,0.027417685957333293,0.0,0.0,0.0
tafeng,13108,13,6,0.0,0.0,1.0,0.9246168990103225,0.008333333333333333,0.006190695321051221,0.03147753031216396,0.0,0.0
tafeng,18597,4,2,0.5,0.2,0.5,0.36747100138342026,0.025,0.0,0.0,0.125,0.5
tafeng,16230,1,1,0.0,0.0,1.0,0.9975524103437268,0.05,0.006055978042338886,0.0,0.0,0.0
tafeng,16953,1,13,0.0,0.0,1.0,0.8826036951236483,0.007692307692307693,0.007683066451509166,0.022935434200252743,0.0,0.0
tafeng,14816,2,1,0.0,0.0,1.0,0.9285942322017665,0.0,0.0012108535031524871,0.0,0.0,0.0
tafeng,18382,2,16,0.0,0.0,1.0,0.9583228024901564,0.0125,0.010094564790194783,0.030044788808057665,0.0,0.0
tafeng,2208,5,3,0.0,0.0,1.0,0.5417509134120819,0.0,0.0025051362282828894,0.0,0.0,0.0
tafeng,4370,1,1,0.0,0.0,1.0,0.9522453974672768,0.1,0.06907362500405094,0.0,0.0,0.0
tafeng,12290,1,3,0.0,0.0,1.0,0.9500815863218758,0.0,0.009920615583631496,0.03320623142030564,0.0,0.0
tafeng,6372,6,7,0.42857142857142855,0.1,0.5714285714285714,0.9660795998722997,0.05,0.010818593232575746,0.07592584764059852,0.16666666666666666,0.2619047619047619
tafeng,4274,49,4,0.75,0.0,0.25,0.8886346706395658,0.025,0.0010095169757621115,0.0,0.015306122448979591,0.09472049689440992
tafeng,3649,4,22,0.0,0.0,1.0,0.7884612593961321,0.0,0.007569689876507826,0.05723783517678616,0.0,0.0
tafeng,11645,6,2,0.0,0.0,1.0,0.9999467915292115,0.2,0.01672556260943056,0.0,0.0,0.0
tafeng,16,22,1,0.0,0.0,1.0,0.9987229967010748,0.05,0.0349462295435821,0.0,0.0,0.0
tafeng,1843,44,2,0.0,0.0,1.0,0.4934287538576141,0.0,0.0,0.0,0.0,0.0
tafeng,2491,6,2,0.0,0.0,1.0,0.9753644780249016,0.0,0.011580936264298649,0.009671128491185305,0.0,0.0
tafeng,5127,1,12,0.0,0.0,1.0,0.7732476676953638,0.0,0.00688085617451149,0.0065651885407307575,0.0,0.0
tafeng,9792,4,25,0.28,0.02857142857142857,0.72,0.8903171224858997,0.044000000000000004,0.006008636913828759,0.02530751931215793,0.07,0.12333333333333332
tafeng,19215,1,1,0.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0
tafeng,17103,3,3,0.0,0.0,1.0,0.9129952821822567,0.0,0.0,0.00925603449274018,0.0,0.0
tafeng,3260,11,6,0.6666666666666666,0.0,0.33333333333333337,0.9056613812919018,0.03333333333333333,0.005844613172156941,0.013613383720744296,0.06060606060606061,0.21527777777777776
tafeng,19303,4,6,0.3333333333333333,0.1,0.6666666666666667,0.7019350147210103,0.05833333333333333,0.005139933024768332,0.04303684420943052,0.08333333333333333,0.20833333333333334
tafeng,6984,2,10,0.0,0.0,1.0,0.6919335958284559,0.0,0.002634626100671029,0.004088975311932074,0.0,0.0
tafeng,11996,3,8,0.375,0.0,0.625,0.9612442800893901,0.03125,0.012195891685222468,0.01357828507484125,0.16666666666666666,0.16666666666666666
tafeng,1892,4,2,0.0,0.0,1.0,0.9190034053421305,0.0,0.0,0.057862093929433846,0.0,0.0
tafeng,12992,2,1,0.0,0.0,1.0,0.9294987762051719,0.0,0.01685121629752332,0.0,0.0,0.0
tafeng,12422,4,3,0.0,0.0,1.0,0.9834078251924373,0.016666666666666666,0.00912560047887291,0.022459008280219104,0.0,0.0
tafeng,3550,3,7,0.0,0.0,1.0,0.6624264582921601,0.0,0.0016678885122682772,0.0028824797866241606,0.0,0.0
tafeng,4032,3,3,0.0,0.0,1.0,0.94533716434323,0.0,0.00968491678258535,0.024915338078595316,0.0,0.0
tafeng,5041,5,3,1.0,0.0,0.0,0.9146802170905609,0.03333333333333333,0.006620994633772369,0.028568531509754372,0.20000000000000004,0.27777777777777773
tafeng,13086,3,19,0.15789473684210525,0.08333333333333333,0.8421052631578947,0.919433973888643,0.018421052631578946,0.0070460817965480845,0.01671631912400753,0.07017543859649122,0.13157894736842105
tafeng,3163,6,1,0.0,0.0,1.0,0.31448866659572206,0.0,0.0,0.0,0.0,0.0
tafeng,1457,2,12,0.3333333333333333,0.12,0.6666666666666667,0.7093243411017701,0.03333333333333333,0.004272738848406684,0.021872937632590055,0.16666666666666666,0.2916666666666667
tafeng,12883,2,6,0.5,0.15384615384615385,0.5,0.9237566953992409,0.075,0.00976886710100147,0.026345477391943862,0.25,0.4166666666666667
tafeng,18878,1,8,0.0,0.0,1.0,0.5684127913163776,0.0,0.0037319459438808827,0.006840994865628743,0.0,0.0
tafeng,8350,1,3,0.0,0.0,1.0,0.6931290128055053,0.0,0.003452359619101286,0.0,0.0,0.0
tafeng,4705,4,3,0.3333333333333333,0.09090909090909091,0.6666666666666667,0.9226526196303785,0.03333333333333333,0.003618223199114848,0.003831906868466887,0.08333333333333333,0.3333333333333333
tafeng,16450,1,1,0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0
tafeng,19786,1,4,0.0,0.0,1.0,0.838498989039055,0.0,0.00700799122488521,0.0,0.0,0.0
tafeng,5243,5,4,0.0,0.0,1.0,0.9509816962860488,0.0,0.005074234200243141,0.3932401575064059,0.0,0.0
tafeng,12628,49,4,0.0,0.0,1.0,0.8410862509311483,0.0125,0.0011570273643256306,0.016398628101491876,0.0,0.0
tafeng,17384,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.9187595331843497,0.11666666666666665,0.0,0.15110675987907693,0.08333333333333333,0.3333333333333333
tafeng,8128,11,8,0.0,0.0,1.0,0.6831236032776418,0.0,0.0012772868624647588,0.0,0.0,0.0
tafeng,11130,5,1,0.0,0.0,1.0,0.9925242098542087,0.0,0.017891212416594228,0.0,0.0,0.0
tafeng,19803,1,1,0.0,0.0,1.0,1.0,0.25,0.005870424295501098,0.0,0.0,0.0
tafeng,12289,3,6,0.0,0.0,1.0,0.8896766698591748,0.008333333333333333,0.006433519360039545,0.04125972413555868,0.0,0.0
tafeng,15347,1,31,0.03225806451612903,0.0196078431372549,0.967741935483871,0.7004397422650331,0.0032258064516129032,0.0018856439385149513,0.0041895675188099715,0.03225806451612903,0.03225806451612903
tafeng,3134,3,19,0.10526315789473684,0.08,0.8947368421052632,0.9369969699176108,0.02631578947368421,0.013159020900687627,0.012547781661107097,0.08771929824561403,0.10526315789473684
tafeng,5069,1,10,0.0,0.0,1.0,0.8768250505480472,0.005,0.006179155541845184,0.01626478311112265,0.0,0.0
tafeng,16389,1,4,0.0,0.0,1.0,0.8759777056507396,0.0,0.005435195156337922,0.01469591896117887,0.0,0.0
tafeng,8819,14,8,0.75,0.0,0.25,0.7199106097690753,0.10625000000000001,0.017551563472930073,0.03850587193850649,0.10714285714285714,0.23958333333333331
tafeng,16088,1,6,0.3333333333333333,0.2857142857142857,0.6666666666666667,0.7526293852648007,0.18333333333333335,0.011150389544948866,0.02933892349300103,0.3333333333333333,0.3333333333333333
tafeng,2161,14,4,0.5,0.0,0.5,0.851854315206981,0.1375,0.016986392750383748,0.0035182090632947857,0.1607142857142857,0.20833333333333331
tafeng,11176,4,4,0.25,0.1,0.75,0.716491965520911,0.05,0.000738100946699836,0.0,0.125,0.25
tafeng,9500,6,3,0.6666666666666666,0.4,0.33333333333333337,0.9087208683622432,0.09999999999999999,0.0028315856686102338,0.01701273631401176,0.2222222222222222,0.6666666666666666
tafeng,10673,5,2,0.0,0.0,1.0,0.995450675747579,0.1,0.06917339274233655,0.14992982996936044,0.0,0.0
tafeng,2024,10,5,0.0,0.0,1.0,0.8613812919016708,0.01,0.005045855190218171,0.03649456542760472,0.0,0.0
tafeng,10843,1,6,0.16666666666666666,0.125,0.8333333333333334,0.828358341314604,0.05833333333333333,0.0,0.11787695060548846,0.16666666666666666,0.16666666666666666
tafeng,18081,1,7,0.14285714285714285,0.05263157894736842,0.8571428571428572,0.9302360935860988,0.0071428571428571435,0.005478058528664513,0.025760395788404063,0.14285714285714285,0.14285714285714285
tafeng,9590,4,7,0.14285714285714285,0.0,0.8571428571428572,0.8706996153787683,0.028571428571428574,0.0032808180828495146,0.03204196434045339,0.03571428571428571,0.047619047619047616
tafeng,1465,8,5,0.4,0.125,0.6,0.8090401191869745,0.15,0.011054836573189269,0.02396586779126289,0.2,0.4
tafeng,11688,2,1,0.0,0.0,1.0,0.9319729700968394,0.0,0.018330796990496213,0.0,0.0,0.0
tafeng,14422,6,1,0.0,0.0,1.0,0.9999467915292114,0.05,0.0,0.0,0.0,0.0
tafeng,2508,4,3,0.0,0.0,1.0,0.9821574261289064,0.0,0.012142847037173726,0.09639578947799203,0.0,0.0
tafeng,3445,16,4,0.0,0.0,1.0,0.9101042886027455,0.0,0.00676878822757262,0.02163612071178709,0.0,0.0
tafeng,18336,1,2,0.0,0.0,1.0,0.9955038842183676,0.0,0.007132853642483471,0.06619453657213956,0.0,0.0
tafeng,837,1,9,0.0,0.0,1.0,0.9077838080711338,0.011111111111111112,0.00844723098195757,0.026103622090172626,0.0,0.0
tafeng,673,1,12,0.5,0.2727272727272727,0.5,0.9322101911957718,0.07916666666666666,0.015099808511301447,0.057771849618219705,0.5,0.5
tafeng,3275,2,2,0.0,0.0,1.0,0.9719724380121315,0.125,0.019261722132999114,0.10240419885593398,0.0,0.0
tafeng,9529,5,2,0.0,0.0,1.0,0.5042034691922954,0.0,0.0,0.0,0.0,0.0
tafeng,9418,2,3,0.3333333333333333,0.07142857142857142,0.6666666666666667,0.9579741761555106,0.15,0.005030042418385791,0.01597341606640567,0.16666666666666666,0.3333333333333333
tafeng,15809,2,44,0.25,0.15789473684210525,0.75,0.8454221366587017,0.011363636363636364,0.007629410510957757,0.013447768209794542,0.1590909090909091,0.22727272727272727
tafeng,8362,7,7,0.14285714285714285,0.07142857142857142,0.8571428571428572,0.787295337417717,0.049999999999999996,0.00871197250994361,0.0034209223757715418,0.02040816326530612,0.14285714285714285
tafeng,11964,1,21,0.0,0.0,1.0,0.8514710875304682,0.0,0.008190038078815355,0.01675618138541539,0.0,0.0
tafeng,1214,17,1,1.0,0.0,0.0,0.9991486644673833,0.05,0.10508045712744256,0.0,0.058823529411764705,0.1
tafeng,373,5,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
tafeng,4580,2,7,0.0,0.0,1.0,0.6313337083263655,0.0,0.007462071222533608,0.0,0.0,0.0
tafeng,7374,7,46,0.41304347826086957,0.08955223880597014,0.5869565217391304,0.9012763092753933,0.0391304347826087,0.008544186494357488,0.01912938924281605,0.11801242236024845,0.20274327122153207
tafeng,18665,2,7,0.42857142857142855,0.21428571428571427,0.5714285714285714,0.8665113486066982,0.05,0.013674343259773385,0.021591340721133355,0.21428571428571427,0.42857142857142855
tafeng,296,15,3,0.3333333333333333,0.0,0.6666666666666667,0.9903692667872726,0.18333333333333335,0.0020758678940490773,0.007173419776361676,0.044444444444444446,0.037037037037037035
tafeng,7023,2,3,0.0,0.0,1.0,0.6232396864247455,0.0,0.0016086394568930447,0.0,0.0,0.0
tafeng,18112,1,18,0.05555555555555555,0.04,0.9444444444444444,0.7538250978444658,0.008333333333333333,0.0017117757367658547,0.014881004524200277,0.05555555555555555,0.05555555555555555
tafeng,19546,1,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.8993561775034585,0.3333333333333333,0.0,0.06948007665632532,0.3333333333333333,0.3333333333333333
tafeng,8251,1,15,0.06666666666666667,0.058823529411764705,0.9333333333333333,0.7838796069667625,0.013333333333333334,0.004531874716958686,0.007675670808283974,0.06666666666666667,0.06666666666666667
tafeng,14825,3,4,0.25,0.0,0.75,0.49509816962860487,0.0125,0.0,0.004131497289838254,0.08333333333333333,0.08333333333333333
tafeng,2676,5,4,0.25,0.25,0.75,0.9166888368628285,0.075,0.0,0.021615223775165705,0.1,0.25
tafeng,13162,2,1,1.0,0.0,0.0,0.9999467915292114,0.15,0.14384072402054507,0.0,0.5,0.5
tafeng,20332,1,1,0.0,0.0,1.0,0.9945993402149622,0.0,0.010700341408015311,0.0,0.0,0.0
tafeng,14191,1,10,0.2,0.06060606060606061,0.8,0.7529849952112376,0.015000000000000003,0.008372384927574032,0.021451992825035165,0.2,0.2
tafeng,17201,2,11,0.09090909090909091,0.0,0.9090909090909091,0.8077698878752407,0.004545454545454546,0.004740024894427771,0.032368212525966014,0.045454545454545456,0.045454545454545456
tafeng,15333,2,14,0.14285714285714285,0.08,0.8571428571428572,0.751449930828988,0.014285714285714287,0.00392038365918703,0.01457088633516004,0.07142857142857142,0.14285714285714285
tafeng,17820,2,6,0.16666666666666666,0.0,0.8333333333333334,0.7700152530949594,0.008333333333333333,0.0034252641938007453,0.024175930379055854,0.08333333333333333,0.08333333333333333
tafeng,14878,2,1,0.0,0.0,1.0,0.9861924018303714,0.0,0.0,0.0,0.0,0.0
tafeng,18470,2,7,0.14285714285714285,0.07692307692307693,0.8571428571428572,0.9366705179464571,0.042857142857142864,0.016836997862783386,0.006135527033260562,0.07142857142857142,0.14285714285714285
tafeng,1567,10,4,0.0,0.0,1.0,0.9083683622432692,0.0,0.014784609859038837,0.006974131580394007,0.0,0.0
tafeng,5425,7,3,0.0,0.0,1.0,0.7023784186442481,0.0,0.020697299468339956,0.0,0.0,0.0
tafeng,8764,2,6,0.16666666666666666,0.05,0.8333333333333334,0.6912401120925118,0.008333333333333333,0.002435708708357856,0.00671384954141855,0.16666666666666666,0.16666666666666666
tafeng,17465,1,13,0.0,0.0,1.0,0.8442935961558926,0.0,0.0013975694855126734,0.009634393780566734,0.0,0.0
tafeng,12345,1,7,0.0,0.0,1.0,0.7449489958801442,0.014285714285714287,0.0,0.0360923593118309,0.0,0.0
tafeng,7611,2,14,0.07142857142857142,0.0,0.9285714285714286,0.7856990832940604,0.0071428571428571435,0.02438458245456278,0.021048553890081364,0.03571428571428571,0.03571428571428571
tafeng,7819,4,2,0.5,0.0,0.5,0.9941337660955625,0.125,0.030060429277871673,0.017580430015837742,0.125,0.125
tafeng,10959,2,12,0.0,0.0,1.0,0.973766006881629,0.0,0.011157722735750268,0.15510680542065733,0.0,0.0
tafeng,14593,3,2,0.0,0.0,1.0,0.28471852718952856,0.0,0.0,0.0,0.0,0.0
tafeng,10129,4,9,0.2222222222222222,0.0,0.7777777777777778,0.7762465562295296,0.011111111111111112,0.004272460232444104,0.007824749923049877,0.05555555555555555,0.1111111111111111
tafeng,4423,10,1,0.0,0.0,1.0,1.0,0.15,0.0,0.0,0.0,0.0
tafeng,3072,4,9,0.3333333333333333,0.09090909090909091,0.6666666666666667,0.9007543778747353,0.005555555555555556,0.00630731213161872,0.012231168233850873,0.1388888888888889,0.25925925925925924
tafeng,20275,1,3,0.0,0.0,1.0,0.9826451704444681,0.0,0.013113924448142229,0.3957151510981695,0.0,0.0
tafeng,13487,3,10,0.1,0.05,0.9,0.8792114504629138,0.01,0.004865156603262865,0.04437380889560112,0.03333333333333333,0.1
tafeng,9458,4,1,0.0,0.0,1.0,0.9947855698627222,0.0,0.005088827844368265,0.0,0.0,0.0
tafeng,11837,2,5,0.2,0.2,0.8,0.8662764712142172,0.03,0.0,0.05962691490109605,0.2,0.2
tafeng,3322,1,1,0.0,0.0,1.0,0.9917526870277749,0.0,0.025803814933497562,0.0,0.0,0.0
tafeng,8678,2,13,0.0,0.0,1.0,0.6999963163366376,0.0,0.0034742782589690883,0.008407405438204724,0.0,0.0
tafeng,3367,6,9,0.2222222222222222,0.0,0.7777777777777778,0.8984043370815746,0.016666666666666666,0.011151224527580175,0.01590181893930221,0.037037037037037035,0.05555555555555555
tafeng,20045,1,20,0.0,0.0,1.0,0.9317255507076728,0.0075,0.00646556736589034,0.020913808914561443,0.0,0.0
tafeng,10452,6,4,0.0,0.0,1.0,0.6489637650313931,0.0,0.0,0.0,0.0,0.0
tafeng,5633,13,3,0.0,0.0,1.0,0.9681015217622645,0.0,0.0038547086834448577,0.034210269373832744,0.0,0.0
tafeng,757,25,4,0.25,0.0,0.75,0.5771788868787912,0.1,0.000383407610679435,0.0,0.04,0.05
tafeng,9892,5,22,0.0,0.0,1.0,0.8567869823057651,0.0,0.004651671775551284,0.007035342447921267,0.0,0.0
tafeng,14140,1,1,0.0,0.0,1.0,0.5788549537086304,0.0,0.0,0.0,0.0,0.0
tafeng,3214,10,4,0.5,0.0,0.5,0.8324332233691604,0.0625,0.008655795531660626,0.018752509669990067,0.05,0.06944444444444445
tafeng,9229,2,16,0.0625,0.0,0.9375,0.8643050973715015,0.0125,0.00815413415021849,0.010045040433082172,0.03125,0.03125
tafeng,9098,3,7,0.0,0.0,1.0,0.8935450523723377,0.0,0.011072907624702493,0.006611099042174688,0.0,0.0
tafeng,10555,4,2,0.5,0.0,0.5,0.47634883473448975,0.025,0.0,0.0,0.125,0.16666666666666666
tafeng,9856,3,2,0.0,0.0,1.0,0.6015350643822497,0.0,0.007599245787120551,0.0,0.0,0.0
tafeng,11334,1,27,0.07407407407407407,0.045454545454545456,0.9259259259259259,0.7380615957023322,0.016666666666666666,0.004624285016159967,0.007367778567879089,0.07407407407407407,0.07407407407407407
tafeng,6990,7,5,0.0,0.0,1.0,0.8052676386080664,0.0,0.0010330501000021964,0.06537236780491454,0.0,0.0
tafeng,16356,2,10,0.0,0.0,1.0,0.9228237735447482,0.0,0.0022282976222763986,0.0213335593416045,0.0,0.0
tafeng,5003,3,3,0.3333333333333333,0.0,0.6666666666666667,0.991158525770636,0.19999999999999998,0.0017137779358909876,0.04767327249736666,0.1111111111111111,0.1111111111111111
tafeng,17024,3,12,0.25,0.05,0.75,0.9471329502323437,0.008333333333333333,0.010672847960016857,0.05063650615975799,0.08333333333333333,0.16666666666666666
tafeng,15913,3,2,0.0,0.0,1.0,0.6723954453549006,0.0,0.0,0.0,0.0,0.0
tafeng,18028,1,11,0.0,0.0,1.0,0.6517094430524248,0.0,0.0145796070625538,0.022310973680133208,0.0,0.0
tafeng,16425,1,1,0.0,0.0,1.0,0.9998935830584229,0.0,0.028299947433057162,0.0,0.0,0.0
tafeng,12981,2,4,0.5,0.0,0.5,0.9256478131318505,0.0125,0.004349307354994369,0.010877521225132762,0.25,0.25
tafeng,5877,2,2,0.5,0.5,0.5,0.7428301585612429,0.1,0.0,0.0,0.5,0.5
tafeng,14222,3,1,0.0,0.0,1.0,0.9845429392359264,0.0,0.00621520816810709,0.0,0.0,0.0
tafeng,18886,4,3,0.6666666666666666,0.0,0.33333333333333337,0.9654588343797667,0.016666666666666666,0.0015902653821840034,0.38226312754530517,0.16666666666666666,0.16666666666666666
